Name,BSE Code,NSE Code,ISIN Code
Metropolis Healt,542650,METROPOLIS,INE112L01020
Ujjivan Small,542904,UJJIVANSFB,INE551W01018
Tilaknagar Inds.,507205,TI,INE133E01013
Vedant Fashions,543463,MANYAVAR,INE825V01034
Action Const.Eq.,532762,ACE,INE731H01025
Mahanagar Gas,539957,MGL,INE002S01010
Astra Microwave,532493,ASTRAMICRO,INE386C01029
Edelweiss.Fin.,532922,EDELWEISS,INE532F01054
SKF India Indus.,544572,SKFINDUS,INE2J8701016
Ramkrishna Forg.,532527,RKFORGE,INE399G01023
Kirl.Pneumatic,505283,KIRLPNU,INE811A01020
Lloyds Enterpris,512463,LLOYDSENT,INE080I01025
Finolex Inds.,500940,FINPIPE,INE183A01024
Railtel Corpn.,543265,RAILTEL,INE0DD101019
South Ind.Bank,532218,SOUTHBANK,INE683A01023
Esab India,500133,ESABINDIA,INE284A01012
Cyient,532175,CYIENT,INE136B01020
Swan Defence,533107,SWANDEF,INE542F01020
Diamond Power,522163,DIACABS,INE989C01038
Olectra Greentec,532439,OLECTRA,INE260D01016
Viyash Scientific,512529,VIYASH,INE807F01027
SBFC Finance,543959,SBFC,INE423Y01016
Titagarh Rail,532966,TITAGARH,INE615H01020
PVR Inox,532689,PVRINOX,INE191H01014
Jayaswal Neco,522285,JAYNECOIND,INE854B01010
Swan Corp,503310,SWANCORP,INE665A01038
Rites,541556,RITES,INE320J01015
Waaree Renewab.,534618,WAAREERTL,INE299N01021
Marksans Pharma,524404,MARKSANS,INE750C01026
Intellect Design,538835,INTELLECT,INE306R01017
Blackbuck,544288,BLACKBUCK,INE0UIZ01018
MMTC,513377,MMTC,INE123F01029
Vesuvius India,520113,VESUVIUS,INE386A01023
Health.Global,539787,HCG,INE075I01017
Lloyds Engineeri,539992,LLOYDSENGG,INE093R01011
Eureka Forbes,543482,EUREKAFORB,INE0KCE01017
Embassy Develop,532832,EMBDL,INE069I01010
Genus Power,530343,GENUSPOWER,INE955D01029
NCC,500294,NCC,INE868B01028
Karnataka Bank,532652,KTKBANK,INE614B01018
Shilpa Medicare,530549,SHILPAMED,INE790G01031
Volt.Transform.,532757,VOLTAMP,INE540H01012
G R Infraproject,543317,GRINFRA,INE201P01022
Avalon Tech,543896,AVALON,INE0LCL01028
Alkyl Amines,506767,ALKYLAMINE,INE150B01039
Sedemac Mechatro,544723,SEDEMAC,INE00XB01019
ASK Automotive,544022,ASKAUTOLTD,INE491J01022
Birlasoft Ltd,532400,BSOFT,INE836A01035
T R I L,532928,TARIL,INE763I01026
GMR Urban,543490,GMRP&UI,INE0CU601026
Bata India,500043,BATAINDIA,INE176A01028
NESCO,505355,NESCO,INE317F01035
P & G Health Ltd,500126,PGHL,INE199A01012
Lemon Tree Hotel,541233,LEMONTREE,INE970X01018
Amagi Media Labs,544679,AMAGI,INE121R01077
Tsf Investments,,TSFINV,INE202Z01029
AXISCADES Tech.,532395,AXISCADES,INE555B01013
Jupiter Life Lin,543980,JLHL,INE682M01012
Cartrade Tech,543333,CARTRADE,INE290S01011
Va Tech Wabag,533269,WABAG,INE956G01038
KPI Green Energy,542323,KPIGREEN,INE542W01025
Powergrid Infra.,543290,PGINVIT,INE0GGX23010
Orkla India,544595,ORKLAINDIA,INE16NZ01023
Cello World,544012,CELLO,INE0LMW01024
Varroc Engineer,541578,VARROC,INE665L01035
Time Technoplast,532856,TIMETECHNO,INE508G01029
Mah. Seamless,500265,MAHSEAMLES,INE271B01025
Star Cement,540575,STARCEMENT,INE460H01021
INDIA SHELTE FIN,544044,INDIASHLTR,INE922K01024
Banco Products,500039,BANCOINDIA,INE213C01025
Zee Entertainmen,505537,ZEEL,INE256A01028
Tips Music,532375,TIPSMUSIC,INE716B01029
Fujiyama Power,544613,UTLSOLAR,INE12UR01024
Sharda Cropchem,538666,SHARDACROP,INE221J01015
V2 Retail,532867,V2RETAIL,INE945H01021
Tata Tele. Mah.,532371,TTML,INE517B01013
Kama Holdings,532468,KAMAHOLD,INE411F01010
Triven.Engg.Ind.,532356,TRIVENI,INE256C01024
Manorama Indust.,541974,MANORAMA,INE00VM01036
Akums Drugs,544222,AKUMS,INE09XN01023
Jeena Sikho,544476,JSLL,INE0J5801029
Clean Science,543318,CLEAN,INE227W01023
Tejas Networks,540595,TEJASNET,INE010J01012
SKF India,500472,SKFINDIA,INE640A01023
G N F C,500670,GNFC,INE113A01013
Yatharth Hospit.,543950,YATHARTH,INE0JO301016
JK Lakshmi Cem.,500380,JKLAKSHMI,INE786A01032
Rategain Travel,543417,RATEGAIN,INE0CLI01024
RHI Magnesita,534076,RHIM,INE743M01012
PC Jeweller,534809,PCJEWELLER,INE785M01021
Jyothy Labs,532926,JYOTHYLAB,INE668F01031
Quality Power El,544367,QPOWER,INE0SII01026
Power Mech Proj.,539302,POWERMECH,INE211R01019
ISGEC Heavy,533033,ISGEC,INE858B01029
Equitas Sma. Fin,543243,EQUITASBNK,INE063P01018
Indian Metals,533047,IMFA,INE919H01018
Birla Corpn.,500335,BIRLACORPN,INE340A01012
KRBL,530813,KRBL,INE001B01026
Aditya Bir. Fas.,535755,ABFRL,INE647O01011
Saregama India,532163,SAREGAMA,INE979A01025
Religare Enterp.,532915,RELIGARE,INE621H01010
Blue Jet Health,544009,BLUEJET,INE0KBH01020
SG Mart,512329,SGMART,INE385F01024
Thyrocare Tech.,539871,THYROCARE,INE594H01019
Cera Sanitary.,532443,CERA,INE739E01017
Sanofi India,500674,SANOFI,INE058A01010
Sonata Software,532221,SONATSOFTW,INE269A01021
Borosil Renew.,502219,BORORENEW,INE666D01022
Guj. Ambuja Exp,524226,GAEL,INE036B01030
Pearl Global Ind,532808,PGIL,INE940H01022
Dynamatic Tech.,505242,DYNAMATECH,INE221B01012
Guj Pipavav Port,533248,GPPL,INE517F01014
Inox Green,543667,INOXGREEN,INE510W01014
Sudeep Pharma,544619,SUDEEPPHRM,INE0QPI01025
Vikram Solar,544488,VIKRAMSOLR,INE078V01014
Mishra Dhatu Nig,541195,MIDHANI,INE099Z01011
Elantas Beck,500123,ELANTAS,INE280B01018
Relaxo Footwear,530517,RELAXO,INE131B01039
Dilip Buildcon,540047,DBL,INE917M01012
Westlife Food,505533,WESTLIFE,INE274F01020
TTK Prestige,517506,TTKPRESTIG,INE690A01028
JK Paper,532162,JKPAPER,INE789E01012
Aditya Vision,540205,AVL,INE679V01027
Redtape,543957,REDTAPE,INE0LXT01019
Campus Activewe.,543523,CAMPUS,INE278Y01022
Sky Gold & Diam.,541967,SKYGOLD,INE01IU01018
Kingfa Science,524019,KINGFA,INE473D01015
Praj Industries,522205,PRAJIND,INE074A01025
P N Gadgil Jewe.,544256,PNGJL,INE953R01016
Shreeji Ship. Gl,544490,SHREEJISPG,INE1B6101010
Le Travenues,544192,IXIGO,INE0HV901016
Jai Balaji Inds.,532976,JAIBALAJI,INE091G01026
Suven Life Scie.,530239,SUVEN,INE495B01038
Bengal & Assam,533095,BENGALASM,INE083K01017
Bluestone Jewel,544484,BLUESTONE,INE304W01038
Mahindra Life.,532313,MAHLIFE,INE813A01018
G S F C,500690,GSFC,INE026A01025
Gokul Agro,539725,GOKULAGRO,INE314T01033
Safari Inds.,523025,SAFARI,INE429E01023
EPL Ltd,500135,EPL,INE255A01020
Prec. Wires (I),523539,PRECWIRE,INE372C01037
Kirl. Ferrous,500245,KIRLFER,INE884B01025
Tanla Platforms,532790,TANLA,INE483C01032
Bajaj Consumer,533229,BAJAJCON,INE933K01021
R C F,524230,RCF,INE027A01015
Welspun Enterp,532553,WELENT,INE625G01013
Wework India,544570,WEWORK,INE085001019
Powerica Ltd,544744,POWERICA,INE921L01032
Sri Lotus,544469,LOTUSDEV,INE0V9Q01010
Sudarshan Chem.,506655,SUDARSCHEM,INE659A01023
Latent View,543398,LATENTVIEW,INE0I7C01011
Transport Corp.,532349,TCI,INE688A01022
India Glycols,500201,INDIAGLYCO,INE560A01023
Transrail Light,544317,TRANSRAILL,INE454P01035
Archean Chemical,543657,ACI,INE128X01021
Kalpat.,544423,KALPATARU,INE227J01012
Pricol Ltd,540293,PRICOLLTD,INE726V01018
RaajMarg Infra,544734,RIIT,INE2PB023011
Max Estates,544008,MAXESTATES,INE03EI01018
Newgen Software,540900,NEWGEN,INE619B01017
E2E Networks,,E2E,INE255Z01019
Ajax Engineering,544356,AJAXENGG,INE274Y01021
Nephrocare Health Services,544647,NEPHROPLUS,INE428V01029
KRN Heat Exchan,544263,KRN,INE0Q3J01015
Sunflag Iron,500404,SUNFLAG,INE947A01014
Citius Transnet,544753,CITIUSINVT,INE2Q7823014
Aarti Pharma,543748,AARTIPHARM,INE0LRU01027
Galaxy Surfact.,540935,GALAXYSURF,INE600K01018
Sheela Foam,540203,SFL,INE916U01025
Alok Industries,521070,ALOKINDS,INE270A01029
Garware Tech.,509557,GARFIBRES,INE276A01018
SJS Enterprises,543387,SJS,INE284S01014
Valor Estate,533160,DBREALTY,INE879I01012
Prism Johnson,500338,PRSMJOHNSN,INE010A01011
Kwality Wall's,544622,KWIL,INE2KCE01013
CSB Bank,542867,CSBBANK,INE679A01013
Hindustan Foods,519126,HNDFDS,INE254N01026
Dodla Dairy,543306,DODLA,INE021O01019
Shakti Pumps,531431,SHAKTIPUMP,INE908D01010
Ethos,543532,ETHOSLTD,INE04TZ01018
PTC India,532524,PTC,INE877F01012
Paras Defence,543367,PARAS,INE045601023
Kennametal India,505890,KENNAMET,INE717A01029
Shrem InvIT,,SHREMINVIT,INE0GTI23014
Ashapura Minech.,527001,ASHAPURMIN,INE348A01023
MOIL,533286,MOIL,INE490G01020
Indo Count Inds.,521016,ICIL,INE483B01026
Sapphire Foods,543397,SAPPHIRE,INE806T01020
Greenlam Industr,538979,GREENLAM,INE544R01021
Ganesh Housing,526367,GANESHHOU,INE460C01014
Technocraf.Inds.,532804,TIIL,INE545H01011
FDC,531599,FDC,INE258B01022
Kovai Medical,523323,KOVAI,INE177F01017
Supriya Lifesci.,543434,SUPRIYA,INE07RO01027
SPARC,532872,SPARC,INE232I01014
Arvind Fashions.,542484,ARVINDFASN,INE955V01021
ION Exchange,500214,IONEXCHANG,INE570A01022
Suprajit Engg.,532509,SUPRAJIT,INE399C01030
Fedbank Financi.,544027,FEDFINA,INE007N01010
DCB Bank,532772,DCBBANK,INE503A01015
Fiem Industries,532768,FIEMIND,INE737H01014
Balu Forge,531112,BALUFORGE,INE011E01029
Piccadily Agro,530305,PICCADIL,INE546C01010
Ceigall India,544223,CEIGALL,INE0AG901020
SIS,540673,SIS,INE285J01028
Saatvik Green,544526,SAATVIKGL,INE13B501022
MAS FINANC SER,540749,MASFIN,INE348L01012
Mrs Bectors,543253,BECTORFOOD,INE495P01020
Balaji Amines,530999,BALAMINES,INE050E01027
Midwest Gold,526570,,INE519N01014
Hind.Construct.,500185,HCC,INE549A01026
Puravankara,532891,PURVA,INE323I01011
PNC Infratech,539150,PNCINFRA,INE195J01029
Senco Gold,543936,SENCO,INE602W01027
Happiest Minds,543227,HAPPSTMNDS,INE419U01012
Nirlon,500307,NIRLON,INE910A01012
Indus Inf. Trust,544137,INDUSINVIT,INE0NHL23019
Entero Healthcar,544122,ENTERO,INE010601016
Sigma Advanced System,532408,SIGMAADV,INE933B01012
NDR INVIT Trust,,NDRINVIT,INE0Q7Q23015
Epigral,543332,EPIGRAL,INE071N01016
Dhanuka Agritech,507717,DHANUKA,INE435G01025
Ahluwalia Contr.,532811,AHLUCONT,INE758C01029
C.E. Info System,543425,MAPMYINDIA,INE0BV301023
CARE Ratings,534804,CARERATING,INE752H01013
Skipper,538562,SKIPPER,INE439E01022
ICRA,532835,ICRA,INE725G01011
Surya Roshni,500336,SURYAROSNI,INE335A01020
Rain Industries,500339,RAIN,INE855B01025
Energy InfrTrust,542543,,INE05KD23015
Gujarat Alkalies,530001,GUJALKALI,INE186A01019
Mastek,523704,MASTEK,INE759A01021
Dhenu Buildcon,501945,,INE758D01027
SML Mahindra,505192,SMLMAH,INE294B01019
Gokaldas Exports,532630,GOKEX,INE887G01027
Sharda Motor,535602,SHARDAMOTR,INE597I01028
V-Mart Retail,534976,VMART,INE665J01013
Keystone Realtor,543669,RUSTOMJEE,INE263M01029
Sh.Renuka Sugar,532670,RENUKA,INE087H01022
CMS Info Systems,543441,CMSINFO,INE925R01014
Aeroflex,543972,AEROFLEX,INE024001021
Innova Captab,544067,INNOVACAP,INE0DUT01020
Omnitech Engg.,544720,OMNI,INE0UH301010
Symphony,517385,SYMPHONY,INE225D01027
L G Balakrishnan,500250,LGBBROSLTD,INE337A01034
Netwrk.18 Media,532798,NETWORK18,INE870H01013
Smartworks Cowor,544447,SMARTWORKS,INE0NAZ01010
RattanIndia Pow.,533122,RTNPOWER,INE399K01017
Lumax Industries,517206,LUMAXIND,INE162B01018
Knowledge Marine,543273,KMEW,INE0CJD01029
TVS Supply,543965,TVSSCS,INE395N01027
Rallis India,500355,RALLIS,INE613A01020
Bansal Wire Inds,544209,BANSALWIRE,INE0B9K01025
Midwest,544587,MIDWESTLTD,INE0XAD01024
Pilani Invest.,539883,PILANIINVS,INE417C01014
Kaveri Seed Co.,532899,KSCL,INE455I01029
Senores Pharma.,544319,SENORES,INE0RB801010
IRB InvIT Fund,540526,IRBINVIT,INE183W23014
Man Infra,533169,MANINFRA,INE949H01023
Elitecon Inter.,539533,ELITECON,INE669R01026
AvenuesAI,539807,CCAVENUE,INE483S01020
GNG Electronics,544455,EBGNG,INE18JU01028
Subros,517168,SUBROS,INE287B01021
Unimech Aero.,544322,UNIMECH,INE0U3I01011
Jana Small Finan,544118,JSFB,INE953L01027
Canara Robeco,544580,CRAMC,INE218I01013
Wakefit Innovati,544642,WAKEFIT,INE0E7301029
AGI Infra,539042,AGIIL,INE976R01033
Stylam Industrie,526951,STYLAMIND,INE239C01020
RattanIndia Ent,534597,RTNINDIA,INE834M01019
I T D C,532189,ITDC,INE353K01014
Electrost.Cast.,500128,ELECTCAST,INE086A01029
M B Agro Prod.,,MBAPL,INE900L01010
Pondy Oxides,532626,POCL,INE063E01053
Sterling & Wils.,542760,SWSOLAR,INE00M201021
Shilchar Tech.,531201,SHILCTECH,INE024F01011
Bannari Amm.Sug.,500041,BANARISUG,INE459A01010
Websol Energy,517498,WEBELSOLAR,INE855C01023
Indigo Paints,543258,INDIGOPNTS,INE09VQ01012
Raymond Lifestyl,544240,RAYMONDLSL,INE02ID01020
Goodluck India,530655,GOODLUCK,INE127I01024
Jamna Auto Inds.,520051,JAMNAAUTO,INE039C01032
Mahindra Holiday,533088,MHRIL,INE998I01010
Swaraj Engines,500407,SWARAJENG,INE277A01016
WPIL,505872,WPIL,INE765D01022
Gulf Oil Lubric.,538567,GULFOILLUB,INE635Q01029
Texmaco Rail,533326,TEXRAIL,INE621L01012
Juniper Hotels,544129,JUNIPER,INE696F01016
IFB Industries,505726,IFBIND,INE559A01017
Northern Arc,544260,NORTHARC,INE850M01015
Responsive Ind,505509,RESPONIND,INE688D01026
ASM Technologies,526433,,INE867C01010
Just Dial,535648,JUSTDIAL,INE599M01018
Electronics Mart,543626,EMIL,INE02YR01019
Thomas Cook (I),500413,THOMASCOOK,INE332A01027
VST Industries,509966,VSTIND,INE710A01016
Artemis Medicare,542919,ARTEMISMED,INE025R01021
Seshaasai Tech.,544533,STYL,INE04VU01023
Datamatics Glob.,532528,DATAMATICS,INE365B01017
Laxmi Organic,543277,LXCHEM,INE576O01020
Sunteck Realty,512179,SUNTECK,INE805D01034
Neogen Chemicals,542665,NEOGEN,INE136S01016
Advanced Enzyme,540025,ADVENZYMES,INE837H01020
Paisalo Digital,532900,PAISALO,INE420C01059
Centum Electron,517544,CENTUM,INE320B01020
VRL Logistics,539118,VRLLOG,INE366I01010
Oswal Pumps,544418,OSWALPUMPS,INE0BYP01024
Goldiam Intl.,526729,GOLDIAM,INE025B01025
Man Industries,513269,MANINDS,INE993A01026
GE Power,532309,GVPIL,INE878A01011
Bajaj Hindusthan,500032,BAJAJHIND,INE306A01021
KSH Internationa,544664,KSHINTL,INE987S01020
Tanfac Inds.,506854,,INE639B01023
Raghav Product.,539837,RPEL,INE912T01018
GHCL,500171,GHCL,INE539A01019
Zota Health Care,,ZOTA,INE358U01012
Hemisphere Prop,543242,HEMIPROP,INE0AJG01018
V I P Inds.,507880,VIPIND,INE054A01027
PDS,538730,PDSL,INE111Q01021
Lux Industries,539542,LUXIND,INE150G01020
Krishana Phosch.,,KRISHANA,INE506W01012
Capillary Tech.,544614,CAPILLARY,INE0ILV01024
Indiabulls,533520,IBULLSLTD,INE126M01010
CIAN Agro,519477,,INE052V01019
Aurionpro Sol.,532668,AURIONPRO,INE132H01018
Moschip Tech.,532407,MOSCHIP,INE935B01025
Vishnu Chemicals,516072,VISHNU,INE270I01022
Orient Electric,541301,ORIENTELEC,INE142Z01019
Avantel,532406,AVANTEL,INE005B01027
Bajaj Electrical,500031,BAJAJELEC,INE193E01025
SEAMEC Ltd,526807,SEAMECLTD,INE497B01018
Styrenix Perfor.,506222,STYRENIX,INE189B01011
Ram Ratna Wires,522281,RAMRAT,INE207E01023
Restaurant Brand,543248,RBA,INE07T201019
Greaves Cotton,501455,GREAVESCOT,INE224A01026
VST Till. Tract.,531266,VSTTILLERS,INE764D01017
TruAlt Bioenergy,544545,TRUALT,INE0MWH01014
Ellen.Indl.Gas,544421,ELLEN,INE236E01022
The Anup Enginee,542460,ANUP,INE294Z01018
Guj. Themis Bio.,506879,GUJTHEM,INE942C01045
H.G. Infra Engg.,541019,HGINFRA,INE926X01010
GMM Pfaudler,505255,GMMPFAUDLR,INE541A01023
Rolex Rings,543325,ROLEXRINGS,INE645S01024
Sustainable Ener,,SEITINVIT,INE0R8O23017
Raymond Realty,544420,RAYMONDREL,INE1SY401010
Pace Digitek,544550,PACEDIGITK,INE0S3G01027
eMudhra,543533,EMUDHRA,INE01QM01018
SMS Pharma.,532815,SMSPHARMA,INE812G01025
Onemi Technology,544754,KISSHT,INE12F801023
Fineotex Chem,533333,FCL,INE045J01034
Wheels India,590073,WHEELS,INE715A01015
NACL Industries,524709,NACLIND,INE295D01020
Hawkins Cookers,508486,HAWKINCOOK,INE979B01015
RPG LifeScience.,532983,RPGLIFE,INE105J01010
TARC Ltd,543249,TARC,INE0EK901012
SG Finserve,539199,SGFIN,INE618R01015
Refex Industries,532884,REFEX,INE056I01025
AGI Greenpac,500187,AGI,INE415A01038
Bondada Engineer,543971,,INE0Q8P01029
Vaibhav Global,532156,VAIBHAVGBL,INE884A01027
Harsha Engg Intl,543600,HARSHA,INE0JUS01029
Shoppers Stop,532638,SHOPERSTOP,INE498B01024
Orchid Pharma,524372,ORCHPHARMA,INE191A01027
Bosch Home Comfort,523398,BOSCH-HCIL,INE782A01015
Natl.Fertilizer,523630,NFL,INE870D01012
D B Corp,533151,DBCORP,INE950I01011
Foseco India,500150,FOSECOIND,INE519A01011
Optiemus Infra.,530135,OPTIEMUS,INE350C01017
Ashiana Housing,523716,ASHIANA,INE365D01021
J Kumar Infra,532940,JKIL,INE576I01022
Chemplast Sanmar,543336,CHEMPLASTS,INE488A01050
Gopal Snacks,544140,GOPAL,INE0L9R01028
Shivalik Bimetal,513097,SBCL,INE386D01027
Oriana Power Ltd,,ORIANA,INE0OUT01019
Kalyani Steels,500235,KSL,INE907A01026
Crizac,544439,CRIZAC,INE0S4R01014
Rashi Peripheral,544119,RPTECH,INE0J1F01024
JTEKT India,520057,JTEKTINDIA,INE643A01035
Kesar India,543542,,INE0L1C01019
KNR Construct.,532942,KNRCON,INE634I01029
Indiqube Spaces,544454,INDIQUBE,INE06ST01018
Kirloskar Indus.,500243,KIRLOSIND,INE250A01039
Mahindra Logis.,540768,MAHLOG,INE766P01016
Flair Writing,544030,FLAIR,INE00Y201027
Ashoka Buildcon,533271,ASHOKA,INE442H01029
Pitti Engg.,513519,PITTIENG,INE450D01021
GRM Overseas,531449,GRMOVER,INE192H01020
Sindhu Trade,532029,SINDHUTRAD,INE325D01025
Heidelberg Cem.,500292,HEIDELBERG,INE578A01017
Cigniti Tech.,534758,CIGNITITEC,INE675C01017
NRB Bearings,530367,NRBBEARING,INE349A01021
Universal Cables,504212,UNIVCABLES,INE279A01012
Aarti Drugs,524348,AARTIDRUGS,INE767A01016
Raymond,500330,RAYMOND,INE301A01014
Kolte Patil Dev.,532924,KOLTEPATIL,INE094I01018
Sanathan Textile,544314,SANATHAN,INE0JPD01013
Aye Finance,544699,AYE,INE501X01029
Shanthi Gears,522034,SHANTIGEAR,INE631A01022
Timex Group,500414,TIMEX,INE064A01026
City Pulse Multi,542727,,INE056001014
Hind Rectifiers,504036,HIRECT,INE835D01023
Rossell Techsys,544294,ROSSTECH,INE0OJW01016
Ideaforge Tech,543932,IDEAFORGE,INE349Y01013
Tour. Fin. Corp.,526650,TFCILTD,INE305A01023
Cyient DLM,543933,CYIENTDLM,INE055S01018
Enviro Infra,544290,EIEL,INE0LLY01014
Anand Rathi Shar,544530,ARSSBL,INE549H01021
Anzen IYEP Trust,543655,ANZEN,INE0MIZ23019
Steel Str. Wheel,513262,SSWL,INE802C01033
Indrapr.Medical,532150,INDRAMEDCO,INE681B01017
R Systems Intl.,532735,RSYSTEMS,INE411H01032
NIIT Learning,543952,NIITMTS,INE342G01023
Route Mobile,543228,ROUTE,INE450U01017
Marathon Nextgen,503101,MARATHON,INE182D01020
Technvision Ven.,501421,TECHNVISN,INE314H01012
Bhagiradha Chem.,531719,BHAGCHEM,INE414D01027
Sambhv Steel,544430,SAMBHV,INE12NJ01018
IOL Chemicals,524164,IOLCP,INE485C01029
63 Moons Tech.,526881,63MOONS,INE111B01023
Rajesh Exports,531500,RAJESHEXPO,INE343B01030
Share India Sec.,540725,SHAREINDIA,INE932X01026
Shanti Educat.,539921,SEIL,INE440T01028
Samhi Hotels,543984,SAMHI,INE08U801020
Colab Platforms,542866,,INE317W01030
Balmer Lawrie,523319,BALMLAWRIE,INE164A01016
Navneet Educat.,508989,NAVNETEDUL,INE060A01024
Indostar Capital,541336,INDOSTAR,INE896L01010
Kitex Garments,521248,KITEX,INE602G01020
KS Smart Technlogies,516038,,INE737E01011
West Coast Paper,500444,WSTCSTPAPR,INE976A01021
Carraro India,544320,CARRARO,INE0V7W01012
MPS,532440,MPSLTD,INE943D01017
Greenply Industr,526797,GREENPLY,INE461C01038
DEE Development,544198,DEEDEV,INE841L01016
Ramky Infra,533262,RAMKY,INE874I01013
Marine Electric.,,MARINE,INE01JE01028
Sundaram Clayton,544066,SUNCLAY,INE0Q3R01026
Muthoot Microfin,544055,MUTHOOTMF,INE046W01019
RPSG Ventures,542333,RPSGVENT,INE425Y01011
Vadilal Inds.,519156,VADILALIND,INE694D01016
Quess Corp,539978,QUESS,INE615P01015
PSP Projects,540544,PSPPROJECT,INE488V01015
Sandhar Tech,541163,SANDHAR,INE278H01035
Jindal Poly Film,500227,JINDALPOLY,INE197D01010
Wonderla Holiday,538268,WONDERLA,INE066O01014
Heritage Foods,519552,HERITGFOOD,INE978A01027
Deep Industries,543288,DEEPINDS,INE0FHS01024
Bharat Bijlee,503960,BBL,INE464A01036
Fusion Finance,543652,FUSION,INE139R01012
Tatva Chintan,543321,TATVA,INE0GK401011
Grauer & Weil,505710,GRAUWEIL,INE266D01021
Bliss GVS Pharma,506197,BLISSGVS,INE416D01022
Novartis India,500672,NOVARTIND,INE234A01025
Prince Pipes,542907,PRINCEPIPE,INE689W01016
MSTC,542597,MSTCLTD,INE255X01014
Zaggle Prepaid,543985,ZAGGLE,INE07K301024
Dishman Carbogen,540701,DCAL,INE385W01011
Hubtown,532799,HUBTOWN,INE703H01016
ADF Foods,519183,ADFFOODS,INE982B01027
Indo Thai Sec.,533676,INDOTHAI,INE337M01021
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026
Uflex,500148,UFLEX,INE516A01017
BN Agrochem,526125,BNAGROCHEM,INE00HZ01011
Medi Assist Ser.,544088,MEDIASSIST,INE456Z01021
Steelcast,513517,STEELCAS,INE124E01038
Interarch Build.,544232,INTERARCH,INE00M901018
NOCIL,500730,NOCIL,INE163A01018
Savita Oil Tech,524667,SOTL,INE035D01020
Gufic BioScience,509079,GUFICBIO,INE742B01025
Insolation Ener,543620,INA,INE0LGX01024
Nitin Spinners,532698,NITINSPIN,INE229H01012
Prem. Explosives,526247,PREMEXPLN,INE863B01029
Borosil,543212,BOROLTD,INE02PY01013
Gateway Distri,543489,GATEWAY,INE079J01017
Dredging Corpn.,523618,DREDGECORP,INE506A01018
Rossari Biotech,543213,ROSSARI,INE02A801020
Elpro Internatio,504000,ELPROINTL,INE579B01039
Maithan Alloys,590078,MAITHANALL,INE683C01011
Orient Cement,535754,ORIENTCEM,INE876N01018
Nalwa Sons Invst,532256,NSIL,INE023A01030
Siyaram Silk,503811,SIYSIL,INE076B01028
Onix Solar,513119,,INE173M01012
Roadstar Infra,544374,ROADSTAR,INE0JEI23010
Dalmia Bharat,500097,DALMIASUG,INE495A01022
Sanghvi Movers,530073,SANGHVIMOV,INE989A01032
Polyplex Corpn,524051,POLYPLEX,INE633B01018
Venus Pipes,543528,VENUSPIPES,INE0JA001018
Sasken Technol.,532663,SASKEN,INE231F01020
Nxt-Infra Trust,,NXT-INFRA,INE0SF023016
Ganesha Ecosphe.,514167,GANECOS,INE845D01014
Reliance Infra.,500390,RELINFRA,INE036A01016
TVS Srichakra,509243,TVSSRICHAK,INE421C01016
Shankara Buildpro,544517,BUILDPRO,INE24OJ01011
Kewal Kir.Cloth.,532732,KKCL,INE401H01017
Standard Engineering Technology,544333,SETL,INE0M4D01010
Arvind SmartSp.,539301,ARVSMART,INE034S01021
Vardhman Special,534392,VSSL,INE050M01012
Welspun Special.,500365,WELSPLSOL,INE731F01037
Dec.Gold Mines,512068,DECNGOLD,INE945F01025
KDDL Ltd,532054,KDDL,INE291D01011
Mayur Uniquoters,522249,MAYURUNIQ,INE040D01038
Parag Milk Foods,539889,PARAGMILK,INE883N01014
EFC (I),512008,EFCIL,INE886D01026
John Cockerill,500147,COCKERILL,INE515A01019
Antelopus Selan,530075,ANTELOPUS,INE818A01017
Euro Pratik Sale,544519,EUROPRATIK,INE198501012
Prakash Industri,506022,PRAKASH,INE603A01013
Apcotex Industri,523694,APCOTEXIND,INE116A01032
Unichem Labs.,506690,UNICHEMLAB,INE351A01035
Jindal Worldwide,531543,JINDWORLD,INE247D01039
Baazar Style,544243,STYLEBAAZA,INE01FR01028
Concord Control,543619,,INE0N0J01014
Jubilant Agri,544355,JUBLCPL,INE03CC01015
Pokarna,532486,POKARNA,INE637C01025
Carysil,524091,CARYSIL,INE482D01024
Kilburn Engg.,522101,KLBRENG-B,INE338F01015
XPRO India,590013,XPROINDIA,INE445C01015
Globus Spirits,533104,GLOBUSSPR,INE615I01010
Automotive Axles,505010,AUTOAXLES,INE449A01011
Patel Engineerin,531120,PATELENG,INE244B01030
Panacea Biotec,531349,PANACEABIO,INE922B01023
JTL Industries,534600,JTLIND,INE391J01032
Apeejay Surrend.,544111,PARKHOTELS,INE988S01028
Afcom Holdings,544224,,INE0OXY01013
GK Energy,544525,GKENERGY,INE1AG301022
Kiri Industries,532967,KIRIINDUS,INE415I01015
Marsons,517467,MARSONS,INE415B01044
